Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Parsed Price,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
Peugeot,3008 Allure,Inline-4,"1,499 cc",180 hp,210 km/h,8.0 sec,"$30,000 ",Petrol,5,250 Nm,30.0,Peugeot 508 Allure,Peugeot 308,Peugeot 508,Peugeot 3008 GT Line,Peugeot 2008 Active
Peugeot,5008 Allure,Inline-4,"1,499 cc",180 hp,200 km/h,8.5 sec,"$33,000 ",Petrol,7,250 Nm,33.0,Peugeot 3008 GT Line,Peugeot 5008 GT Line,Peugeot 5008 GT,Peugeot 508 Allure,Peugeot 5008 Active
Peugeot,508 Allure,Inline-4,"1,499 cc",180 hp,225 km/h,8.0 sec,"$35,000 ",Petrol,5,250 Nm,35.0,Peugeot 3008 Allure,Peugeot 308,Peugeot 508,Peugeot 3008 GT Line,Peugeot 2008 Active
Peugeot,3008 GT,Inline-4,"1,598 cc",200 hp,220 km/h,7.5 sec,"$35,000 ",Petrol,5,280 Nm,35.0,Peugeot 3008,Peugeot 508 SW (Station Wagon),Peugeot 2008,Peugeot 308 Allure,Peugeot 508 Allure
Peugeot,508 GT,Inline-4,"1,598 cc",225 hp,235 km/h,6.8 sec,"$40,000 ",Petrol,5,300 Nm,40.0,Peugeot 508,Peugeot 508 Saloon,Peugeot 208 GTI,Peugeot 508 SW (Station Wagon),Peugeot 208 Allure Premium
Peugeot,3008 GT Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$45,000 ",Hybrid,5,400 Nm,45.0,Peugeot 3008 PSE,Peugeot 508 PSE,Peugeot 308 PSE,Peugeot 3008 Hybrid4,Peugeot 5008 GT Hybrid
Peugeot,5008 GT Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,210 km/h,6.5 sec,"$48,000 ",Hybrid,7,400 Nm,48.0,Peugeot 3008 GT Hybrid,Peugeot 3008 PSE,Peugeot 5008,Peugeot 208 PSE (Peugeot Sport Engineered),Peugeot 308 PSE
Peugeot,208 Allure Premium,Inline-4,"1,199 cc",130 hp,200 km/h,9.5 sec,"$28,000 ",Petrol,5,230 Nm,28.0,Peugeot 308 Saloon,Peugeot 308,Peugeot 2008 GT,Peugeot 308 Allure,Peugeot 2008 Allure
Peugeot,Partner Tepee,Inline-4,"1,560 cc",100 hp,170 km/h,12.0 sec,"$25,000 ",Diesel,5,260 Nm,25.0,Peugeot Partner,Peugeot 301 Sedan,Peugeot 508 SW (Station Wagon),Peugeot 208 GTI,Peugeot 508 GT
Peugeot,Expert L2H1,Inline-4,"1,997 cc",120 hp,160 km/h,13.0 sec,"$30,000 ",Diesel,3,320 Nm,30.0,Peugeot Boxer L2H2,Volkswagen Crafter,Peugeot 5008,Peugeot Expert,Peugeot Partner Tepee
Peugeot,Boxer L2H2,Inline-4,"2,200 cc",130 hp,140 km/h,14.0 sec,"$35,000 ",Diesel,3,350 Nm,35.0,Peugeot Expert L2H1,Peugeot Partner Tepee,Peugeot Boxer,Peugeot Expert,Nissan Cabstar
Peugeot,Partner Electric,Electric Motor,-,136 hp,130 km/h,9.0 sec,"$40,000 ",Electric,5,260 Nm,40.0,Peugeot e-208,Peugeot e-2008,Peugeot e-2008 GT,Peugeot Expert Electric,Kia EV6 AWD GT-Line
Peugeot,Expert Electric,Electric Motor,-,136 hp,130 km/h,9.5 sec,"$45,000 ",Electric,5,260 Nm,45.0,Peugeot e-2008,Peugeot e-208,Peugeot e-2008 GT,Peugeot Partner Electric,Kia EV6 First Edition
Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",225 hp,250 km/h,5.5 sec,"$45,000 ",Hybrid,5,360 Nm,45.0,Peugeot 3008 PSE,Peugeot 508 PSE,Peugeot 308 PSE,Peugeot 3008 GT Hybrid,Peugeot 508 Plug-In Hybrid
Peugeot,308 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.0 sec,"$55,000 ",Hybrid,5,520 Nm,55.0,Peugeot 508 PSE (Peugeot Sport Engineered),Peugeot 508 PSE,Peugeot 208 PSE (Peugeot Sport Engineered),Peugeot 3008 Hybrid4,Peugeot 508 PSE (Peugeot Sport Engineered)
Peugeot,508 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$60,000 ",Hybrid,5,520 Nm,60.0,Peugeot 508 PSE (Peugeot Sport Engineered),Peugeot 308 PSE,Peugeot 508 PSE (Peugeot Sport Engineered),Peugeot 3008 Hybrid4,Peugeot 3008 PSE
Peugeot,3008 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$50,000 ",Hybrid,5,400 Nm,50.0,Peugeot 3008 GT Hybrid,Peugeot 508 PSE,Peugeot 3008 Hybrid4,Peugeot 308 PSE,Peugeot 208 PSE (Peugeot Sport Engineered)
Peugeot,2008 Active,Inline-4,"1,199 cc",100 hp,190 km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm,22.0,Peugeot 208 Sedan,Peugeot 2008,Peugeot 508 GT,Peugeot 508,Peugeot 508 Saloon
Peugeot,3008 Active,Inline-4,"1,499 cc",130 hp,200 km/h,10.0 sec,"$30,000 ",Petrol,5,240 Nm,30.0,Peugeot 3008 Allure Premium,Peugeot 301,Peugeot 308 Allure,Peugeot 3008 Allure,Peugeot 3008 GT
Peugeot,5008 Active,Inline-4,"1,499 cc",130 hp,190 km/h,10.5 sec,"$33,000 ",Petrol,7,240 Nm,33.0,Peugeot 5008 Allure Premium,Peugeot 3008 Allure Premium,Peugeot 208,Peugeot 5008 GT,Peugeot 5008 Allure
Peugeot,3008 Allure Premium,Inline-4,"1,499 cc",130 hp,200 km/h,9.8 sec,"$32,000 ",Petrol,5,240 Nm,32.0,Peugeot 3008 Active,Peugeot 3008 GT,Peugeot 208 Sedan,Peugeot 308 Saloon,Peugeot 508 Saloon
Peugeot,5008 Allure Premium,Inline-4,"1,499 cc",130 hp,190 km/h,10.2 sec,"$35,000 ",Petrol,7,240 Nm,35.0,Peugeot 5008 Active,Peugeot 5008 GT Line,Peugeot 3008 Allure Premium,Peugeot 3008 Active,Peugeot 5008 GT
Peugeot,3008 GT Line,Inline-4,"1,598 cc",180 hp,210 km/h,8.5 sec,"$35,000 ",Petrol,5,250 Nm,35.0,Peugeot 3008 Allure,Peugeot 5008 Allure,Peugeot 508 Allure,BMW 118i M SPORT,TOYOTA CELICA
Peugeot,5008 GT Line,Inline-4,"1,598 cc",180 hp,200 km/h,9.0 sec,"$38,000 ",Petrol,7,250 Nm,38.0,Peugeot 5008 Allure,Peugeot 5008 GT,Peugeot 5008 Active,Peugeot 5008 Allure Premium,Peugeot 508 Allure
Peugeot,2008 GT,Inline-4,"1,199 cc",130 hp,200 km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm,25.0,Peugeot 308 Allure,Peugeot 308 Saloon,Peugeot 308,Peugeot 2008 Allure,Peugeot 208 Allure Premium
Peugeot,5008 GT,Inline-4,"1,598 cc",180 hp,210 km/h,8.2 sec,"$40,000 ",Petrol,7,250 Nm,40.0,Peugeot 5008 Allure,Peugeot 5008 GT Line,Peugeot 3008 GT Line,Peugeot 5008 Allure Premium,Peugeot 3008 Allure
Peugeot,508 SW (Station Wagon),Inline-4,"1,598 cc",180 hp,220 km/h,8.4 sec,"$35,000 ",Petrol,5,300 Nm,35.0,Peugeot 508 Saloon,Peugeot 508 GT,Peugeot 208 GTI,Peugeot 508,Peugeot 508 Allure
Peugeot,508 Saloon,Inline-4,"1,598 cc",180 hp,210 km/h,8.6 sec,"$37,000 ",Petrol,5,300 Nm,37.0,Peugeot 508 GT,Peugeot 208 GTI,Peugeot 508,Peugeot 508 SW (Station Wagon),Peugeot 2008 GT
Peugeot,308 Saloon,Inline-4,"1,199 cc",130 hp,200 km/h,9.0 sec,"$28,000 ",Petrol,5,230 Nm,28.0,Peugeot 2008,Peugeot 2008 GT,Peugeot 308,Peugeot 308 Allure,Peugeot 2008 Allure
Peugeot,301 Sedan,Inline-4,"1,199 cc",82 hp,180 km/h,12.0 sec,"$20,000 ",Petrol,5,115 Nm,20.0,Peugeot 508 Saloon,Peugeot 508 Allure,Peugeot 2008 Active,Peugeot 208 GTI,Peugeot Partner Tepee
Peugeot,208 Sedan,Inline-4,"1,199 cc",100 hp,190 km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm,22.0,Peugeot 2008 Active,Peugeot 2008,Peugeot 508 GT,Peugeot 508,Peugeot 508 SW (Station Wagon)
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,"1,500 - 2,000 cc",160 - 250 hp,220 km/h,7.5 sec,"$25,000 - $40,000",Petrol/Hybrid,5,200 - 400 Nm,25.0,Ford Escape (Kuga),Ford Escape Plug-in Hybrid (2024),Ford Explorer Hybrid,Ford Bronco,Ford F-150
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,"2,000 - 3,500 cc",200 - 365 hp,220 km/h,6.5 sec,"$30,000 - $45,000",Petrol,5,300 - 500 Nm,30.0,Ford Edge,Ford Focus,Ford Fiesta ST,Ford F-150 Platinum,Ford F-150 Limited
Ford,Fiesta,1.0L EcoBoost / 1.5L,"1,000 - 1,500 cc",85 - 200 hp,200 km/h,7.0 sec,"$15,000 - $25,000",Petrol,5,130 - 290 Nm,15.0,Ford Bronco Sport,Ford Edge,Jaguar Land Rover Jaguar E-PACE,Ford Taurus,Ford Focus
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,"1,000 - 2,000 cc",120 - 300 hp,220 km/h,6.5 sec,"$20,000 - $30,000",Petrol,5,150 - 400 Nm,20.0,Ford Edge,Ford Taurus,Ford Fiesta ST,Ford F-150 Platinum,Volkswagen Jetta GLI 35th
Ford,KA+,1.2L Petrol,"1,200 cc",70 - 85 hp,165 km/h,10.5 sec,"$12,000 - $15,000",Petrol,5,100 - 140 Nm,12.0,Ford KA+,Ford Taurus,Ford Focus ST,Mazda 323F,Peugeot 208
Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,"1,000 - 2,000 cc",123 - 166 hp,180 km/h,9.0 sec,"$20,000 - $25,000",Petrol,5,170 - 200 Nm,20.0,Ford Edge,Ford Ranger Raptor,Ford F-150 Limited,Ford F-150 Platinum,Mazda Eunos 500
Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,"1,500 - 2,500 cc",181 - 200 hp,190 km/h,7.5 sec,"$25,000 - $38,000",Petrol/Hybrid,5,230 - 200 Nm,25.0,Ford Fusion (Mondeo),Ford Escape Plug-in Hybrid (2024),Ford Bronco Sport,Ford Explorer Hybrid,Ford Bronco
Ford,Edge,2.0L EcoBoost / 2.7L V6,"2,000 - 2,700 cc",250 - 335 hp,200 km/h,6.5 sec,"$35,000 - $45,000",Petrol,5,400 - 475 Nm,35.0,Ford Taurus,Ford F-150 Platinum,Ford Focus,Ford Fiesta ST,Ford Fiesta
Ford,Explorer,2.3L EcoBoost / 3.0L V6,"2,300 - 3,000 cc",300 - 400 hp,200 km/h,6.0 sec,"$35,000 - $55,000",Petrol,7,420 - 500 Nm,35.0,Ford Explorer Platinum,Ford Flex,Ford Ranger Raptor,Acura MDX Elite,Acura MDX SH-AWD
Ford,Expedition,3.5L EcoBoost / 5.4L V8,"3,500 - 5,400 cc",375 - 400 hp,180 km/h,6.5 sec,"$50,000 - $75,000",Petrol,8,650 - 800 Nm,50.0,Ford F-150 Platinum,Nissan Armada Platinum,Ford Taurus,Nissan Armada,Ford Focus
Ford,Bronco,2.3L EcoBoost / 2.7L V6,"2,300 - 2,700 cc",275 - 310 hp,200 km/h,7.5 sec,"$30,000 - $55,000",Petrol,4,400 - 600 Nm,30.0,Ford Mustang (2024),Volkswagen Beetle Dune,Ford Bronco Raptor,Ford Mustang,Porsche Panamera GTS Sport Turismo
Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,"1,500 - 2,000 cc",181 - 250 hp,185 km/h,7.0 sec,"$26,000 - $38,000",Petrol,5,250 - 375 Nm,26.0,Ford Fiesta,Ford Territory,Jaguar Land Rover Jaguar E-PACE S,Ford Ranger Raptor,Ford F-150 Raptor
Ford,F-150,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,"3,300 - 5,000 cc",290 - 450 hp,200 km/h,5.0 - 6.5 sec,"$35,000 - $75,000",Petrol/Diesel,5,400 - 700 Nm,35.0,Ford F-250 Super Duty,Ford Ranger,Ford Focus ST,Ford Fusion (Mondeo),Ford Mustang Mach-E
Ford,F-250 Super Duty,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,"6,200 - 7,300 cc",385 - 475 hp,180 km/h,6.5 - 7.0 sec,"$40,000 - $70,000",Petrol/Diesel,5,"700 - 1,050 Nm",40.0,Ford F-150,Ford Ranger,Ford Focus ST,Ford Fusion (Mondeo),Ford Mustang Mach-E
Ford,F-350 Super Duty,6.7L Turbo-Diesel / 7.3L V8,"6,700 - 7,300 cc",450 - 475 hp,180 km/h,7.0 - 8.0 sec,"$45,000 - $75,000",Diesel,5,"1,050 - 1,200 Nm",45.0,Ford Ranger (2024),Volkswagen Passat Alltrack,Ford Ranger,Ford Puma,Ford Territory
Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,"2,500 - 2,000 cc",191 - 250 hp,180 km/h,6.5 - 8.0 sec,"$22,000 - $30,000",Hybrid/Petrol,5,250 - 380 Nm,22.0,Ford Bronco Sport,Ford Ranger (2024),Ford F-150 Limited,Ford KA+,Ford Territory
Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,"2,300 - 2,700 cc",270 - 325 hp,180 km/h,6.0 - 7.0 sec,"$25,000 - $45,000",Petrol/Diesel,5,400 - 540 Nm,25.0,Ford F-150,Ford F-250 Super Duty,Ford Focus ST,Ford Fusion (Mondeo),Ford Mustang Mach-E
Ford,Mustang Mach-E,Electric Motor,Battery (68-98 kWh),290-480 hp,180 km/h,3.5 sec (GT Model),"$43,000 - $61,000",Electric,5,430 Nm (GT Model),43.0,Ford F-150 Lightning,Peugeot e-2008 GT,HYUNDAI KONA Electric,Kia EV6 First Edition,Kia EV6 First Edition AWD
Ford,F-150 Lightning,Electric Motor,Battery (98 kWh),452 hp,180 km/h,4.5 sec,"$40,000 - $90,000",Electric,5,1051 Nm,40.0,Ford Mustang Mach-E,Jeep Wagoneer S (Electric),Kia EV6 AWD GT-Line,Mazda MX-30 Electric,Kia EV6 First Edition AWD
Ford,Escape Hybrid,2.5L Inline-4 + Electric,"2,500 cc",200 hp,180 km/h,7.7 sec,"$28,000 - $38,000",Hybrid,5,210 Nm (Electric),28.0,Ford Escape Plug-in Hybrid (2024),Ford Maverick Hybrid,Ford Bronco (2024),Ford Territory,Ford Ranger (2024)
Ford,Explorer Hybrid,3.3L V6 + Electric,"3,300 cc",318 hp,180 km/h,7.5 sec,"$50,000 - $55,000",Hybrid,7,500 Nm,50.0,Ford Escape Plug-in Hybrid (2024),Ford Everest,Ford Explorer Plug-in Hybrid,Ford Explorer Platinum,Kia Sorento Hybrid EX
Ford,Mustang,5.0L V8,"5,000 cc",450 hp,250 km/h,4.3 sec,"$55,000 ",Petrol,4,530 Nm,55.0,Ford Mustang (2024),Ford Bronco Raptor,Chevrolet Camaro SS,Porsche 911 Carrera S Cabriolet,Ford Bronco
Ford,GT,3.5L Twin-Turbo V6,"3,500 cc",660 hp,348 km/h,3.0 sec,"$500,000 ",Petrol,2,746 Nm,500.0,Chevrolet Corvette,Ford Mustang Shelby GT500,Chevrolet Corvette Stingray,LAMBORGHINI AVENTADOR ROADSTER,Ford F-150 Raptor
Ford,Focus ST,2.3L Turbo Inline-4,"2,300 cc",280 hp,250 km/h,5.7 sec,"$30,000 ",Petrol,5,420 Nm,30.0,Ford Ranger Raptor,Ford Puma,Acura TLX PMC Edition,Ford Focus,Ford KA+
Ford,Fiesta ST,1.5L Turbo Inline-3,"1,500 cc",200 hp,230 km/h,6.5 sec,"$23,000 ",Petrol,5,290 Nm,23.0,Ford F-150 Platinum,Ford Edge,Ford Focus,Ford Taurus,Ford Fiesta
Ford,Bronco Raptor,3.0L Twin-Turbo V6,"3,000 cc",400 hp,220 km/h,5.5 sec,"$70,000 ",Petrol,4,583 Nm,70.0,Ford Mustang (2024),Volkswagen Scirocco R,Ford Mustang,Ford Bronco,TOYOTA GR YARIS
Ford,Ranger Raptor,2.7L Twin-Turbo V6,"2,700 cc",392 hp,200 km/h,6.0 sec,"$45,000 ",Petrol,5,583 Nm,45.0,Ford Edge,Ford Puma,Nissan Pulsar GTI-R,Jaguar Land Rover Jaguar XJ LWB (Long Wheelbase),Porsche Cayenne Coupe
Ford,F-150 Raptor,3.5L Twin-Turbo V6,"3,500 cc",450 hp,200 km/h,5.0 sec,"$70,000 ",Petrol,5,691 Nm,70.0,Nissan Skyline,Kia Stinger Scorpion Edition,Ford F-150 Platinum,Ford Territory,Ford Puma
Ford,Puma,Turbocharged Inline-3,"1,000 cc",123 hp,191 km/h,9.6 sec,"$28,000 ",Petrol,5,200 Nm,28.0,MARUTI SUZUKI BREZZA,GMC Terrain AT4,Ford KA+,Ford EcoSport,Ford Fiesta ST
Ford,Territory,Turbocharged Inline-4,"1,500 cc",140 hp,180 km/h,11.0 sec,"$32,000 ",Petrol,5,225 Nm,32.0,Nissan Hardbody SUV,Nissan Stanza,Ford Edge,Ford Focus ST,Ford Fiesta ST
Ford,Everest,Turbocharged Inline-4,"2,000 cc",210 hp,190 km/h,10.5 sec,"$52,000 ",Diesel,7,500 Nm,52.0,MAHINDRA XUV500,Mitsubishi Pajero GLS,Ford Ranger (2024),TOYOTA FORTUNER GR SPORT,Mitsubishi Pajero Final Edition
Ford,Flex,Naturally Aspirated V6,"3,500 cc",287 hp,200 km/h,7.9 sec,"$31,000 ",Petrol,7,345 Nm,31.0,Ford Explorer,Ford Explorer (2024),Ford Explorer Platinum,Mitsubishi Outlander ES,Chevrolet Tahoe RST
Ford,Transit,EcoBlue Turbo Diesel,"2,000 cc",170 hp,160 km/h,12.0 sec,"$43,455 ",Diesel,215,405 Nm,43.0,Ford Transit Chassis Cab,Ford Transit Custom,Ford Everest,Peugeot Partner Tepee,Ford F-350 Super Duty
Ford,Transit Connect,Inline-4 Gasoline Engine,"2,000 cc",162 hp,175 km/h,10.5 sec,"$29,365 ",Petrol,27,200 Nm,29.0,Ford KA+,Ford KA+,Ford Puma,Ford Explorer (2024),Volkswagen Up! GTI
Ford,F-450 Super Duty,Turbocharged V8 Diesel,"6,700 cc",475 hp,165 km/h,8.5 sec,"$61,625 ",Diesel,26,"1,424 Nm",61.0,Ford F-550 Super Duty,Ford Ranger (2024),Chevrolet Silverado 3500HD High Country,Ford F-350 Super Duty,Chevrolet Silverado 3500HD
Ford,F-550 Super Duty,Turbocharged V8 Diesel,"6,700 cc",475 hp,165 km/h,8.8 sec,"$64,540 ",Diesel,26,"1,424 Nm",64.0,Ford F-450 Super Duty,Ford Everest,Ford F-350 Super Duty,Ford Transit Chassis Cab,Ford Transit Custom
Ford,Mustang Shelby GT500,Supercharged V8,"5,200 cc",760 hp,290 km/h,3.5 sec,"$79,420 ",Petrol,2,847 Nm,79.0,Ford E-Series Cutaway,Ford Mustang Shelby GT350,Ford GT,Mazda 787B (Race Car),Ford Fiesta
Ford,Mustang Shelby GT350,Naturally Aspirated V8,"5,200 cc",526 hp,280 km/h,4.0 sec,"$59,140 ",Petrol,2,582 Nm,59.0,Ford E-Series Cutaway,Ford GT,Jaguar Land Rover Jaguar F-Type P450 AWD,Ford Mustang Shelby GT500,Nissan GT-R Black Edition
Ford,F-150 Platinum,Turbocharged V6,"3,500 cc",400 hp,180 km/h,6.5 sec,"$64,695 ",Petrol,5,678 Nm,64.0,Ford F-150 Limited,Ford Fiesta ST,Ford Focus,Ford Taurus,Ford Edge
Ford,F-150 Limited,Turbocharged V6,"3,500 cc",450 hp,190 km/h,6.1 sec,"$84,910 ",Petrol,5,678 Nm,84.0,Ford F-150 Platinum,Volkswagen Phaeton,BMW 125i,Ford Explorer Platinum,Ford Territory
Ford,Explorer Platinum,Turbocharged V6,"3,000 cc",400 hp,230 km/h,6.0 sec,"$56,505 ",Petrol,7,563 Nm,56.0,Ford Explorer,Ford Explorer (2024),Acura MDX Advance,Ford Expedition King Ranch,Ford F-150 Limited
Ford,Expedition King Ranch,Turbocharged V6,"3,500 cc",440 hp,210 km/h,6.8 sec,"$79,560 ",Petrol,78,691 Nm,79.0,Ford F-150 Raptor,Ford F-150 Platinum,Ford F-150 Limited,Ford Explorer Platinum,Ford Mustang
Ford,Transit Custom,EcoBlue Turbo Diesel,"2,000 cc",130 hp,160 km/h,12.5 sec,"$35,000 ",Diesel,29,385 Nm,35.0,Ford Transit,Ford Transit Chassis Cab,Ford Ranger (2024),Nissan Laurel,Ford F-550 Super Duty
Ford,E-Series Cutaway,V8 Gasoline Engine,"7,300 cc",350 hp,140 km/h,13.0 sec,"$36,000 ",Petrol,2,569 Nm,36.0,Ford Mustang Shelby GT350,Ford Mustang (2024),Ford Mustang Shelby GT500,Ford GT,Porsche 718 Cayman S
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,"2,000 cc",170 hp,160 km/h,11.5 sec,"$37,000 ",Diesel,2,405 Nm,37.0,Ford Transit,Ford Transit Custom,Ford Everest,Ford Mustang Shelby GT350,Ford F-550 Super Duty
Ford,Transit Electric (E-Transit),Electric Motor,89 kWh (Electric),266 hp,140 km/h,9.0 sec,"$52,000 ",Electric,212,430 Nm,52.0,Ford Mustang Mach-E,Peugeot Partner Electric,Ford F-150 Lightning,Ford EcoSport,Kia EV6 Light
Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,"3,000 cc (petrol) + Electric Motor",457 hp,225 km/h,6.0 sec,"$53,000 ",Hybrid,7,825 Nm,53.0,Ford Explorer Platinum,Acura MDX Sport Hybrid,Acura MDX Hybrid,Ford Explorer Hybrid,Ford Explorer
Ford,Maverick Hybrid,I4 Hybrid,"2,500 cc (petrol) + Electric Motor",191 hp,180 km/h,7.8 sec,"$25,000 ",Hybrid,5,210 Nm,25.0,Ford Escape Plug-in Hybrid (2024),Ford Escape Hybrid,Nissan Qashqai Tekna,Volkswagen Touareg R,Peugeot 508 PSE
Ford,Mustang (2024),V8 Gasoline Engine,"5,000 cc",450 hp,250 km/h,4.5 sec,"$60,000 ",Petrol,4,570 Nm,60.0,Ford Bronco Raptor,Porsche 911 Dakar Sport,Ford Bronco,ROLLS ROYCE WRAITH LUMINARY,ROLLS ROYCE WRAITH KRYPTOS
Ford,Ranger (2024),I4 Turbo Diesel,"2,000 cc",210 hp,180 km/h,8.0 sec,"$40,000 ",Diesel,5,500 Nm,40.0,Volkswagen Golf TDI,TOYOTA HILUX REVO ROCCO,Ford Everest,Chevrolet Colorado ZR2,Volkswagen Passat Alltrack TDI
Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,"2,500 cc (petrol) + Electric Motor",221 hp,190 km/h,7.5 sec,"$38,000 ",Hybrid,5,210 Nm,38.0,Ford Maverick Hybrid,Ford Fusion (Mondeo),TOYOTA VENZA,Ford Explorer Hybrid,Ford Escape (Kuga)
Ford,Bronco (2024),V6 EcoBoost,"2,700 cc",310 hp,200 km/h,6.7 sec,"$45,000 ",Petrol,5,542 Nm,45.0,Ford EcoSport,Ford F-150 Raptor,Ford Puma,Volkswagen Polo GTI Plus,Ford Edge
Ford,Explorer (2024),V6 Turbocharged,"3,000 cc",400 hp,230 km/h,5.9 sec,"$55,000 ",Petrol,7,563 Nm,55.0,Ford Explorer Platinum,Ford Explorer,Ford Flex,Mitsubishi Outlander ES,Chevrolet Tahoe RST
Mitsubishi,Mirage,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.0 sec,"$16,000 - $18,000",Petrol,5,100 Nm,16.0,Mitsubishi Mirage G4,Mitsubishi Space Star,Mitsubishi Attrage,Mitsubishi Mirage ES,Mazda Proceed Marvie
Mitsubishi,Mirage G4,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.0 sec,"$17,000 - $19,000",Petrol,5,100 Nm,17.0,Mitsubishi Mirage,Mitsubishi Space Star,Mitsubishi Attrage,Mitsubishi Mirage ES,Mazda Proceed Marvie
Mitsubishi,Outlander,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$28,000 - $35,000",Petrol,7,245 Nm,28.0,Mitsubishi Outlander ES,Mitsubishi Outlander Black Edition,Mitsubishi Outlander SE,Mitsubishi Outlander SEL,Mitsubishi Outlander LE
Mitsubishi,Outlander PHEV,2.4L Hybrid,"2,400 cc / 20 kWh battery",248 hp,170 km/h,10.5 sec,"$39,000 - $43,000",Hybrid,5,300 Nm,39.0,Mitsubishi Pajero SWB (Short Wheel Base),Mitsubishi Triton GLX-R,Mitsubishi RVR SE,Kia Niro Touring,Mitsubishi L200 Barbarian X
Mitsubishi,Eclipse Cross,1.5L Turbo,"1,500 cc",152 hp,180 km/h,9.8 sec,"$25,000 - $28,000",Petrol,5,250 Nm,25.0,Mitsubishi Eclipse Cross Black Edition,Mitsubishi Lancer GLX,KIA   SPORTAGE 2024(BASE FWD),HYUNDAI Azera,Nissan Avenir
Mitsubishi,ASX (Outlander Sport),2.0L MIVEC,"2,000 cc",148 hp,190 km/h,10.0 sec,"$23,000 - $26,000",Petrol,5,197 Nm,23.0,Mitsubishi Lancer SE Limited,Mitsubishi ASX Dynamic,Mitsubishi ASX Exceed,Mitsubishi RVR SE,Mitsubishi Galant Fortis
Mitsubishi,Pajero,3.2L Diesel Turbo,"3,200 cc",189 hp,180 km/h,10.5 sec,"$40,000 - $45,000",Diesel,7,441 Nm,40.0,Mitsubishi Pajero Final Edition,Mitsubishi Pajero GLS,Mitsubishi Pajero SWB (Short Wheel Base),Ford Everest,Mitsubishi Montero GLX
Mitsubishi,Pajero Sport,2.4L Diesel Turbo,"2,400 cc",181 hp,180 km/h,11.0 sec,"$35,000 - $40,000",Diesel,7,430 Nm,35.0,Mitsubishi Montero Sport,Mitsubishi Montero GLX,Mitsubishi Triton (L200),Mitsubishi Triton GLX-R,Mitsubishi Delica D:5
Mitsubishi,Triton (L200),2.4L Diesel Turbo,"2,400 cc",181 hp,177 km/h,10.5 sec,"$25,000 - $35,000",Diesel,5,430 Nm,25.0,Mitsubishi Triton GLX-R,Mitsubishi L200 Barbarian X,Mitsubishi Triton Athlete,Mitsubishi Montero GLX,Mitsubishi Pajero SWB (Short Wheel Base)
Mitsubishi,Lancer Evolution X,2.0L Turbocharged,"2,000 cc",291 hp,240 km/h,5.0 sec,"$40,000 - $50,000",Petrol,5,407 Nm,40.0,Kia Stinger Scorpion Edition,Porsche Cayenne S,Mitsubishi Mirage G4,Mitsubishi Mirage,Mitsubishi Endeavor
Mitsubishi,i-MiEV (Electric),Electric Motor,16 kWh battery,66 hp,130 km/h,15.0 sec,"$23,000 - $26,000",Electric,4,196 Nm,23.0,Mitsubishi Minicab MiEV,Mitsubishi Toppo BJ,Mitsubishi eK Space,Ford Transit Electric (E-Transit),Ford Mustang Mach-E
Mitsubishi,Xpander,1.5L MIVEC,"1,500 cc",105 hp,170 km/h,13.5 sec,"$20,000 - $25,000",Petrol,7,141 Nm,20.0,Mitsubishi Xpander Cross,Mitsubishi Outlander SE,Mitsubishi eK X,Mitsubishi Outlander ES,Mitsubishi Delica Space Gear
